sensor_id,location,user_name,temperature_c,humidity_pct,light_level_lux,motion_detected,battery_level_pct,event_time
sensor_35,Longshire,Jennifer Patterson,20.463997985737105,55.05737728289131,203.01729284990984,0,46.518576309611596,2025-10-13 21:36:05.273471
sensor_36,Anthonyborough,Andrea Haynes,24.39650162385112,55.416667440898784,692.8156716755393,0,41.56015011416442,2025-10-13 21:36:06.273472
sensor_37,North Sandra,Willie Harris,26.35378811946524,44.27543312352955,963.781220897386,1,37.18719466884667,2025-10-13 21:36:07.273473
sensor_38,Amandaview,David Anderson,20.787718320002316,48.47378822366249,859.7142792321972,0,74.20703257178175,2025-10-13 21:36:08.273474
sensor_39,Cohenburgh,Robert Rowe,21.86058884819083,52.656574759832914,492.9183844621858,1,83.82862300143606,2025-10-13 21:36:09.273475
sensor_40,Calderontown,Michelle Wilson,24.85771308765841,46.770713866651846,392.7324821871237,0,56.58221672424848,2025-10-13 21:36:10.273476
sensor_41,Port Matthewmouth,Diana Lee,24.230287998554918,43.29719341333994,251.2804541880859,0,67.0566124295308,2025-10-13 21:36:11.273477
sensor_42,New Andreafurt,Scott Edwards,18.560291573568254,50.61429871528742,299.2629676928939,0,56.49712999193569,2025-10-13 21:36:12.273479
sensor_43,North Michaelview,Christy Goodman,22.80930723624754,47.443369247100385,540.4343074077398,0,76.89833406214366,2025-10-13 21:36:13.273480
sensor_44,Lake Jasonmouth,Kayla Brown MD,17.203007269357055,54.57566560764624,333.02782791204436,0,20.31907368445104,2025-10-13 21:36:14.273481
sensor_45,North Leah,David Reeves,22.200811971551975,58.304419266707754,474.96194144050975,0,27.930829455506228,2025-10-13 21:36:15.273482
sensor_46,Kramerchester,Veronica Crawford,26.590540102326898,62.726585103451086,913.8044758795215,0,87.02333702464703,2025-10-13 21:36:16.273483
sensor_47,Mendezville,Juan Howard,15.780606746970703,51.19843857411982,648.5386966276371,0,74.2452932771603,2025-10-13 21:36:17.273484
sensor_48,Alejandrohaven,Sean Smith,24.950146681322273,74.90593229453113,205.79520103194054,0,87.63177756948217,2025-10-13 21:36:18.273485
sensor_49,Wilsonshire,Willie Moore,21.952428167675706,53.95131081427896,213.97839384523252,0,30.177558116388976,2025-10-13 21:36:19.273486
sensor_50,Johnsonbury,Ralph Watson,21.376670920566564,56.88538338297695,966.6226984401017,0,45.60809391066034,2025-10-13 21:36:20.273487
sensor_51,East David,Anthony Schroeder,28.411588140268407,60.91274602968376,249.13615686245822,0,73.35198339032024,2025-10-13 21:36:21.273489
sensor_52,New Tracyville,Diana Rodriguez,15.84102639504541,45.130054361387316,575.119217892606,0,60.44722765825297,2025-10-13 21:36:22.273490
sensor_53,Burchburgh,Russell Roberts,23.833667320495984,44.0677772176365,155.63646745949927,0,96.55563396672379,2025-10-13 21:36:23.273491
sensor_54,Websterburgh,Patrick Johnson,19.159341046278037,51.42485579223986,718.0002099210129,0,72.73322296964429,2025-10-13 21:36:24.273492
sensor_55,New Katherinehaven,Gabriel Lewis,20.60477136324052,35.689259555808796,494.50287825898806,0,21.348391905199115,2025-10-13 21:36:25.273493
sensor_56,Walterstad,Denise Kelly,18.26889094838222,50.012756772994265,688.477450803133,0,88.47835135447292,2025-10-13 21:36:26.273494
sensor_57,New Steven,Juan Cabrera,19.200275066942034,43.35912351175803,799.8458296077304,0,87.53213045696785,2025-10-13 21:36:27.273496
sensor_58,Luceroview,Henry Daniel,21.80547460954278,51.07515387512826,280.77112528495195,0,67.96058650331238,2025-10-13 21:36:28.273497
sensor_59,Barbarafort,Jacqueline Carpenter,17.18716607421883,67.48890091743317,431.5829351070158,0,97.75269406449313,2025-10-13 21:36:29.273498
sensor_60,Lake Cliffordmouth,Craig Gardner,22.304386793975766,48.8869954972829,860.1124261073268,1,42.67905822330246,2025-10-13 21:36:30.273499
sensor_61,Jasonfurt,Juan Flores,24.503093220314476,36.70245448436494,325.34588509344803,0,56.32471780992485,2025-10-13 21:36:31.273500
sensor_62,Josephland,Samantha Myers,21.375991846775218,49.41170369908349,734.0522381899707,0,44.474549383873295,2025-10-13 21:36:32.273501
sensor_63,Christopherton,Hannah Rogers,22.623249901109425,59.00417595088664,573.031823996921,0,40.10150091625611,2025-10-13 21:36:33.273502
sensor_64,East Charles,Misty Houston,18.710309531804924,39.506204857149235,725.4933954467052,0,62.50054854736058,2025-10-13 21:36:34.273503
sensor_65,Port Robertville,Christopher Williams,18.529150680510277,47.80571726042907,406.0475992420031,0,81.78806881398768,2025-10-13 21:36:35.273504
sensor_66,South Jonathanchester,Andrea Watkins,19.14797275869368,56.22262776229704,513.9947337522522,0,59.53977591066063,2025-10-13 21:36:36.273507
sensor_67,Stephanieville,James Miller,16.5921803990371,53.36418697511644,716.1120323702397,0,47.94952713551302,2025-10-13 21:36:37.273510
sensor_68,Port Timothy,Kevin Perez,23.93295992651499,35.08525450897469,480.93058329161494,0,33.811219624825675,2025-10-13 21:36:38.273512
sensor_69,North Thomasfurt,Michael Willis,19.316559468317102,40.91611126802265,334.85537709622054,0,50.58790202500714,2025-10-13 21:36:39.273514
sensor_70,North Melindastad,Anna Weaver,21.727369094941636,31.997311005393534,376.63831104180616,0,71.22997862424357,2025-10-13 21:36:40.273516
sensor_71,East Dennis,Christopher Hill,21.129695439629234,37.396951661304456,959.2263445736316,0,38.141158863603756,2025-10-13 21:36:41.273518
sensor_72,West Mike,Christopher Aguilar,28.932529922622685,64.45935489838087,240.9110922460233,0,54.95451153644893,2025-10-13 21:36:42.273520
sensor_73,Arroyoburgh,Patricia Simpson,20.323731473819272,41.70238846172367,846.5083964218205,0,48.955923678040854,2025-10-13 21:36:43.273522
sensor_74,Chambersport,Jacob Dawson,22.227208318968326,41.3326715819282,162.43662873996146,0,62.84928448037287,2025-10-13 21:36:44.273524
sensor_75,North Debrahaven,Kathryn Pace,20.74695367942575,35.14156914881361,440.4514336553797,0,27.108840296856762,2025-10-13 21:36:45.273525
sensor_76,Kristinafort,Christine Wolf,20.094013999293086,54.69267886761542,730.2033916901136,0,49.727602291068436,2025-10-13 21:36:46.273527
sensor_77,East Bryan,Carolyn Mata,24.288997457141626,56.16724389127095,875.2554052368773,0,68.2111297294025,2025-10-13 21:36:47.273529
sensor_78,New Ericamouth,Robert Kramer,23.443862377348182,56.02798716580694,976.5179927260356,0,95.15510322729321,2025-10-13 21:36:48.273533
sensor_79,Wolfstad,Ethan Goodwin,23.64850102478572,35.86755139765201,226.75166375580307,0,86.86438784325509,2025-10-13 21:36:49.273536
sensor_80,Kristenport,Miss Nancy Stout,26.698635618927792,49.70576569291988,995.5169937767907,0,60.68951143703941,2025-10-13 21:36:50.273538
sensor_81,Gentrymouth,John Aguirre,20.968894664519915,36.76347772728829,115.78344873726293,0,54.89201215129537,2025-10-13 21:36:51.273540
sensor_82,Schaeferland,Tyler Oconnor,20.687223840416838,44.0866799202711,395.7221455459323,0,35.32349075729649,2025-10-13 21:36:52.273542
sensor_83,East Bryan,Brian Wong,21.636624566684123,36.140999546860755,146.02506162877285,0,79.7256299975571,2025-10-13 21:36:53.273544
sensor_84,North Marco,Jessica Johnson,16.613071321975013,39.31022922644028,496.54345598229895,0,30.6611879511674,2025-10-13 21:36:54.273545
sensor_85,Port Christiechester,Joy Jimenez,25.3286534504953,38.21384525376805,474.6103398920846,0,81.0416267802069,2025-10-13 21:36:55.273547
sensor_86,Jenniferhaven,Ronald Randolph,16.44136918892218,61.03465428021832,762.2354810286414,0,82.52329318911605,2025-10-13 21:36:56.273549
sensor_87,Chavezfurt,Tammy Jones,23.270341094175485,62.7916131257313,342.8543540553745,0,34.41962497615546,2025-10-13 21:36:57.273551
sensor_88,Fordchester,Christopher Hicks,17.92766458504704,48.094576756650376,659.3416187194076,0,89.2498455189023,2025-10-13 21:36:58.273553
sensor_89,East Jefferyton,Darlene Zavala,16.9008000916793,62.96379764939557,809.7132996081892,0,41.03816365020237,2025-10-13 21:36:59.273555
sensor_90,Lynchmouth,Tammy Coffey,26.98108192279826,43.39329645620618,820.5145028889362,0,54.641026004057366,2025-10-13 21:37:00.273557
sensor_91,Nicholaston,Melissa Nichols,22.531487260901166,55.479686593582805,644.594188652162,0,66.641454357367,2025-10-13 21:37:01.273558
sensor_92,Erikhaven,Kathryn Bass,19.080518897195248,28.57323087422752,767.8244611868764,1,24.61923997573105,2025-10-13 21:37:02.273561
sensor_93,South Heather,Suzanne Moore,19.464425276075612,59.64389476300204,146.1504505642497,0,61.848457964476765,2025-10-13 21:37:03.273562
sensor_94,East Julieshire,Matthew French,22.873471558301823,49.09201015969391,859.0834914846998,0,42.48934578157282,2025-10-13 21:37:04.273566
sensor_95,Edwardshaven,Micheal Rodriguez,18.71228874685757,38.68045501313519,495.6045757199243,0,23.563862862958036,2025-10-13 21:37:05.273569
sensor_96,New Jessicaton,Marcus Wright,25.31887344851294,63.35672903037326,963.4892018955771,0,24.9902334093403,2025-10-13 21:37:06.273571
sensor_97,Jesusshire,Eric Cowan,27.19872965989248,53.658534667948295,332.38308542101333,0,26.165373427240333,2025-10-13 21:37:07.273573
sensor_98,West Vincent,Alicia Warner,22.531829331556814,50.015826089415484,805.9289563345022,0,67.60627226333105,2025-10-13 21:37:08.273575
sensor_99,East Jameshaven,Thomas Jimenez,26.39149246781916,55.02190079289804,134.1720888647564,0,24.49942662331584,2025-10-13 21:37:09.273576
sensor_100,Michaelville,Cassandra Martin DDS,21.62200327000103,34.773293766406724,943.5346545590172,0,75.94480375784087,2025-10-13 21:37:10.273579
sensor_101,Lake Angelachester,Tanya Smith,17.422947978802295,51.3053033613454,620.6440542495898,0,91.93682320597719,2025-10-13 21:37:11.273581
sensor_102,South Roseland,Robert Ball,22.13984950884932,66.36667499338711,293.9369165700522,0,60.86639199758636,2025-10-13 21:37:12.273583
sensor_103,North Laurabury,Kyle Davis,16.066154262167046,54.43627169325792,157.97557132671614,0,23.190128085252493,2025-10-13 21:37:13.273585
sensor_104,Lawrenceside,Emily Clark,23.723287955012967,51.1987725954947,542.6421944560898,0,31.014980825994087,2025-10-13 21:37:14.273587
sensor_105,Pruittfort,Jessica Morris DVM,25.939565258498664,54.351400546390224,665.277273060066,1,69.68965891674685,2025-10-13 21:37:15.273589
sensor_106,Glorialand,Elizabeth Reese,21.415051206052013,59.05473037344189,929.0550607433137,0,68.19811278761064,2025-10-13 21:37:16.273616
sensor_107,East Robert,Christy Myers,19.67577930383068,50.790838010961124,778.0082356869099,0,47.72352565061715,2025-10-13 21:37:17.273621
sensor_108,Kennethmouth,Brandon Shaw,24.65622998876389,49.39622739154035,756.6161762817335,0,36.29643941267635,2025-10-13 21:37:18.273623
sensor_109,Rodriguezberg,Timothy Cruz,17.54371736887019,38.05606226909501,649.037280711708,0,77.02434179124587,2025-10-13 21:37:19.273626
sensor_110,Jensenberg,James Bartlett MD,20.747197155820487,27.743751724888035,847.381857625257,0,43.90318434002461,2025-10-13 21:37:20.273629
sensor_111,Torrestown,Craig Rios,17.37850267861521,45.652545711787695,375.9940006966166,0,47.29653096690882,2025-10-13 21:37:21.273630
sensor_112,Grahamton,Kevin Taylor,26.16616297041593,35.7275858330495,997.6553344749047,0,87.99783921070497,2025-10-13 21:37:22.273631
sensor_113,Sandersport,Ryan Barnett,18.034881017966498,71.40150803670352,704.8458867042024,0,20.345815400451972,2025-10-13 21:37:23.273633
sensor_114,North James,Sherry Simmons,22.27316382205604,57.990372701113195,556.9577806765033,0,31.91032671289993,2025-10-13 21:37:24.273634
sensor_115,Port Christopherfort,Kimberly Jackson,20.261161207696603,49.27102981618768,741.1173070182197,0,95.31101820037689,2025-10-13 21:37:25.273635
sensor_116,Port Nathan,Brandon Crane,26.73112905102063,44.14052686295449,640.0613545389119,1,57.00927058681289,2025-10-13 21:37:26.273636
sensor_117,Smithbury,Robert Crane,24.616362655631747,40.21628041713328,978.8728933897578,0,64.81944442148742,2025-10-13 21:37:27.273637
sensor_118,Oscarfurt,Andrea Owens,20.164271614083084,32.65837175542178,838.064815051141,0,65.40702606993041,2025-10-13 21:37:28.273638
sensor_119,Kelleyview,Frank Miller,19.482137091082627,44.36910882114043,922.3716585169054,0,81.77072431561376,2025-10-13 21:37:29.273639
sensor_120,Port Chad,Brandi Young,22.94860863698851,49.87289288949197,461.44609238695426,0,65.07782174017223,2025-10-13 21:37:30.273640
sensor_121,Lake Maryfort,Lawrence Hayes,20.621859977010818,47.807635750199225,353.19038896149215,0,52.75399854992132,2025-10-13 21:37:31.273641
sensor_122,Russellmouth,Ricardo Adams,18.745189526422507,44.75667287868625,329.83433268745887,0,93.07485044708602,2025-10-13 21:37:32.273643
sensor_123,Lake Richard,Lori Thompson,18.802789169117386,51.659213356350165,124.656321881263,0,70.48943034520406,2025-10-13 21:37:33.273644
sensor_124,Port Savannahview,Michelle Barnes,22.10854939728571,51.893548872926594,944.2901994791711,0,42.68931019075197,2025-10-13 21:37:34.273645
sensor_125,Port Eric,Carlos Mccoy,23.793451551741395,56.96659609935766,588.2507116472339,0,51.549970971250076,2025-10-13 21:37:35.273646
sensor_126,West Kendra,Michelle Jimenez,19.405532060391245,73.24143642621246,100.17817177837149,0,20.953784757941083,2025-10-13 21:37:36.273647
sensor_127,Lake Robert,Stacy Singleton,18.90440573476298,31.59165970870654,308.19399879212983,0,78.35949413350428,2025-10-13 21:37:37.273648
sensor_128,Port Crystal,Anna Quinn,18.00381504004723,39.56420968281388,434.4524447430555,0,25.856510024263358,2025-10-13 21:37:38.273649
sensor_129,New Jameshaven,Andrea Brown,19.02601909391324,31.069870545299654,887.7849830753355,0,60.663338507942306,2025-10-13 21:37:39.273650
sensor_130,Lake John,Joseph Gray,20.49972019932469,31.140405597745897,869.2261846351856,0,63.899328665525026,2025-10-13 21:37:40.273653
sensor_131,West Brittanychester,John Clark,20.578776482465027,40.21280821565859,214.21144071900932,0,74.44780999350304,2025-10-13 21:37:41.273654
sensor_132,Simsstad,Robert Hoffman,19.996072998137873,63.656342932877614,838.7351299285157,0,73.35195232075591,2025-10-13 21:37:42.273655
sensor_133,West Jay,Todd Hill,19.9478393458457,57.112560951483005,716.985967229857,0,28.501153152873073,2025-10-13 21:37:43.273656
sensor_134,North William,Tara Smith,19.186706526081167,28.331490869744968,433.8421902184563,0,44.168567715563725,2025-10-13 21:37:44.273657
sensor_135,East Brentshire,Judith Stanley,22.833974757312983,61.707620453118835,292.8708907508808,0,83.07374652790034,2025-10-13 21:37:45.273658
sensor_136,Helentown,Eric Cooper,24.933963814295268,54.502965902936864,197.91808483707194,0,34.14439438656282,2025-10-13 21:37:46.273659
sensor_137,New Brooke,Laura Franklin,22.674498107591763,50.97738044013075,658.007877343707,1,23.66977326640873,2025-10-13 21:37:47.273660
sensor_138,West Sylvia,Amanda Nguyen,21.315805050300877,45.74999430686499,729.0740862253306,0,87.68321024211674,2025-10-13 21:37:48.273661
sensor_139,South Michael,Lynn Anderson,20.77844161630459,52.562580802981245,300.0051414181993,0,21.27069781765134,2025-10-13 21:37:49.273662
sensor_140,New Phillipberg,Nathaniel Davis,20.73354036882392,48.32168265587962,986.0369690273052,0,51.56887011709977,2025-10-13 21:37:50.273663
sensor_141,West Carolynmouth,Lauren Dillon MD,19.759373599220588,46.16479218739052,704.7040749048181,0,41.73789368810593,2025-10-13 21:37:51.273664
sensor_142,Thompsonville,Jasmine Davis,22.93371478571568,66.148827417662,525.3179115880475,0,80.26727895919416,2025-10-13 21:37:52.273665
sensor_143,Joseport,Clifford Lynch,25.601302305245,79.2220019658383,231.41859396716558,0,54.05465982803072,2025-10-13 21:37:53.273667
sensor_144,Debramouth,Alejandra Smith,28.552161141974814,52.964737961234974,389.6530309245371,0,78.23588433298261,2025-10-13 21:37:54.273668
sensor_145,Beverlyport,Amy Lara,21.276913189722013,43.5337462274509,116.50093782356998,0,28.15368079616232,2025-10-13 21:37:55.273669
sensor_146,Tylermouth,Melanie Wilson,19.160169969701897,36.222434290832,462.6835760103463,0,43.00638373488865,2025-10-13 21:37:56.273670
sensor_147,Barrettberg,Rickey Chen,25.557689413718382,43.7997730804528,659.7010702693697,0,25.197515073122663,2025-10-13 21:37:57.273671
sensor_148,Mckeehaven,Monica Brown,20.213346585170378,48.20570991710947,413.1944925228804,0,98.70339970938085,2025-10-13 21:37:58.273672
sensor_149,Sabrinaberg,David Riley,24.113942416609078,48.300785557086705,848.3142854304232,0,89.50160922940893,2025-10-13 21:37:59.273673
sensor_150,North Melissa,Donna Gill,25.171773530739767,52.38441527012833,179.4310630277733,0,46.35497343540905,2025-10-13 21:38:00.273675
sensor_151,Amyton,Jason Porter,26.74398825349774,50.20716659926452,591.5660520265857,0,98.72791802138265,2025-10-13 21:38:01.273676
sensor_152,Frankhaven,Adam Johnson DDS,24.079214452798546,32.46803509418938,155.0357513885839,0,61.30929456100388,2025-10-13 21:38:02.273678
sensor_153,Benjaminchester,Alyssa Rodriguez,18.360803033291273,45.90788003371136,951.3214880228777,0,95.43780306735015,2025-10-13 21:38:03.273680
sensor_154,Dixonview,Deborah Daniel,24.852192269689453,47.777572299680195,787.6260195928128,0,38.92084046910809,2025-10-13 21:38:04.273682
sensor_155,West Cynthiaport,Todd Wall,19.148545696323097,57.44829840527328,977.4669977079302,0,80.56391963410698,2025-10-13 21:38:05.273684
sensor_156,Simpsonburgh,Alexis Knapp,22.351646064207646,56.64864432170815,359.5554032817005,0,85.09281762177633,2025-10-13 21:38:06.273686
sensor_157,North Angela,Robert Galloway,21.06648406660968,54.860664799672826,963.4943935694549,0,92.9720984920106,2025-10-13 21:38:07.273688
sensor_158,New Jennifermouth,David Reeves,21.876193912225798,50.058145361431194,871.0938076341296,0,66.65996437823466,2025-10-13 21:38:08.273690
sensor_159,Johnfort,David Kennedy,21.67491642383838,61.739894456038265,331.8255915793611,0,50.439210767163345,2025-10-13 21:38:09.273692
sensor_160,West Andrea,Thomas Sullivan,25.779143030357368,50.07455166413407,551.233537091392,0,63.35755402843529,2025-10-13 21:38:10.273694
sensor_161,East Jesseview,Monica Manning,20.05583979152008,54.415901726863865,305.9819355704809,0,37.699424056700856,2025-10-13 21:38:11.273696
sensor_162,Perezfort,Anna Taylor,20.973275654061045,50.45706180600925,784.14579517223,0,64.90768383532111,2025-10-13 21:38:12.273698
sensor_163,East Keith,Anthony Miller,25.58530336622581,33.80505874641399,177.645664951318,0,79.6259001101624,2025-10-13 21:38:13.273700
sensor_164,Whiteborough,Michael Harris,21.09024213007273,30.416208837904904,818.4613268062637,0,37.66223489570166,2025-10-13 21:38:14.273702
sensor_165,Port Kimberlyfurt,Francisco Martin,19.73399497880145,60.20399288919856,613.1580341681962,0,70.81800239065969,2025-10-13 21:38:15.273704
sensor_166,Williamview,Danielle Pearson,22.002992093538705,56.91319299730468,938.9094369684531,0,25.73637683360408,2025-10-13 21:38:16.273706
sensor_167,Lake Maxwell,Heidi Lee,23.767563783687525,48.38424920808997,791.8751696593224,0,24.976662571793653,2025-10-13 21:38:17.273708
sensor_168,Collierberg,Jennifer Hernandez,22.482104263763464,28.596267091308434,631.0478934354046,0,50.5766276764479,2025-10-13 21:38:18.273709
sensor_169,Aliciaview,Henry Miller,25.153145730515504,50.14374121125882,739.0697752938429,0,72.29373288114982,2025-10-13 21:38:19.273711
sensor_170,Jillfurt,Brandi Torres,21.863468618478617,42.161962167291854,200.80121553783516,0,26.45274674842364,2025-10-13 21:38:20.273713
sensor_171,North Stephenville,John Martin,29.313619207559423,40.29392696425362,137.56576470655378,0,86.16455450339933,2025-10-13 21:38:21.273715
sensor_172,Christopherfurt,Justin Clark,16.778668822513133,39.96166341765567,503.3121326945847,0,53.71445921872039,2025-10-13 21:38:22.273717
sensor_173,Jacksonton,John Morgan,26.116696791067096,58.10334092633603,635.9240528748218,0,86.07491020754,2025-10-13 21:38:23.273719
sensor_174,East Louishaven,David Harvey,18.93772025803817,43.89765413186747,210.90611186669176,0,97.23567433532914,2025-10-13 21:38:24.273722
sensor_175,Stevenside,Daniel Williams,17.987872861296765,50.53091434873584,869.4063215300928,1,31.053187106384144,2025-10-13 21:38:25.273724
sensor_176,Jessicaberg,William Herman,24.880774983354822,51.15389266508944,138.76448863771944,0,21.112783774050126,2025-10-13 21:38:26.273726
sensor_177,Adamsfurt,Kenneth Hernandez,23.420860952290337,44.841529493778474,130.3659472922893,0,40.82820006747773,2025-10-13 21:38:27.273728
sensor_178,Port Brooke,Erin Mcdonald,23.447867459411583,37.02494474410113,730.4226252888411,0,39.14550709829764,2025-10-13 21:38:28.273730
sensor_179,East Debbieland,Ashlee Gibson,20.98884017219775,59.08665215692953,279.5854539801438,1,74.42297857281031,2025-10-13 21:38:29.273732
sensor_180,Floreschester,Michael Mason,26.933280198686248,47.00303098862964,323.6393148840397,0,23.44896958129442,2025-10-13 21:38:30.273734
sensor_181,North Anthony,Susan Espinoza,23.94824404742953,51.2340754540037,609.6520041024439,0,39.357613454295674,2025-10-13 21:38:31.273737
sensor_182,Whitetown,Dustin Johnson,24.259382731157686,58.90620139073802,766.406578907428,0,40.684237256511146,2025-10-13 21:38:32.273740
sensor_183,North Christopher,Ashley Douglas,22.294290694746437,62.561478373287,473.65813560121023,1,88.92744873161487,2025-10-13 21:38:33.273741
sensor_184,Catherinechester,Tammy Hansen,25.355152658541563,52.754803433257734,493.8378494377522,0,76.20035083170336,2025-10-13 21:38:34.273744
sensor_185,Billyberg,Mary Adams,29.341822327392357,55.108739143024664,336.323830000184,0,60.60969518299913,2025-10-13 21:38:35.273746
sensor_186,West Nicole,Paul Hubbard,24.98359851638255,43.54286153813787,161.46447283323565,0,67.82117968370885,2025-10-13 21:38:36.273747
sensor_187,Kimberlyborough,Randy Small,25.237736300679096,58.22317980732944,354.05428885189053,0,82.01764811444463,2025-10-13 21:38:37.273749
sensor_188,Kathleenport,Bruce Crane,25.001099562731724,31.579930241518404,646.5630772967529,0,58.72136265314214,2025-10-13 21:38:38.273751
sensor_189,Jamieberg,Christopher Miller,22.05432033695369,51.77408676083257,830.1835042408861,0,35.279890954350606,2025-10-13 21:38:39.273753
sensor_190,South Ronaldside,Victor Patel,18.74470748971463,68.16173005893629,160.02546549467655,0,22.230519362823298,2025-10-13 21:38:40.273755
sensor_191,Joneschester,Courtney Scott,21.376892221861127,51.248158247232666,861.3792590423179,0,94.18611495043992,2025-10-13 21:38:41.273757
sensor_192,East Anthonychester,James Sanchez,25.844638988811045,49.588673360649636,211.29847937971795,0,54.0752893319208,2025-10-13 21:38:42.273759
sensor_193,Greenmouth,Victoria Morgan,25.376621847405936,60.84546929631671,835.6901060756793,1,67.85883130273452,2025-10-13 21:38:43.273761
sensor_194,Gregoryborough,Travis Johnson,20.989882522613012,34.04415383667999,936.9593412690082,0,31.842934755685448,2025-10-13 21:38:44.273762
sensor_195,Hoodborough,Luis Foley,22.352904448298172,59.20030564512297,496.0053449893618,0,42.92199635001907,2025-10-13 21:38:45.273765
